trace_name fifo-mr fifo-wa flex-mr flex-wa s3fifo-mr s3fifo-wa
w33.oracleGeneral.bin.zst 0.1466 3.2900 0.1285 1.2979 0.1287 0.8467
w34.oracleGeneral.bin.zst 0.4513 2.8517 0.4121 0.7430 0.4335 0.3110
w35.oracleGeneral.bin.zst 0.0778 2.0648 0.0651 0.6503 0.0697 0.4641
w36.oracleGeneral.bin.zst 0.1367 3.6415 0.1163 1.3752 0.1161 0.8222
w37.oracleGeneral.bin.zst 0.4347 1.3727 0.3144 0.2586 0.3863 0.1924
w38.oracleGeneral.bin.zst 0.6338 3.6840 0.4855 0.4281 0.5628 0.2370
w39.oracleGeneral.bin.zst 0.0776 2.3470 0.0618 0.8925 0.0645 0.7127
w40.oracleGeneral.bin.zst 0.1027 2.6340 0.0874 0.9785 0.0884 0.6500
w41.oracleGeneral.bin.zst 0.0791 2.3699 0.0576 0.6825 0.0608 0.4731
w42.oracleGeneral.bin.zst 0.5611 2.5489 0.5609 0.8947 0.5738 0.6511
w43.oracleGeneral.bin.zst 0.5061 2.2533 0.3868 0.6042 0.4443 0.4953
w44.oracleGeneral.bin.zst 0.8777 5.1866 0.8201 0.2919 0.8480 0.1426
w45.oracleGeneral.bin.zst 0.1017 6.9549 0.0732 2.4790 0.0655 1.8157
w46.oracleGeneral.bin.zst 0.4366 1.0961 0.4621 0.3610 0.4857 0.2098
w47.oracleGeneral.bin.zst 0.0971 7.3287 0.0731 2.7420 0.0625 1.9368
w48.oracleGeneral.bin.zst 0.8496 4.7858 0.8271 0.3832 0.8452 0.2001
w49.oracleGeneral.bin.zst 0.5221 3.1269 0.4044 0.9018 0.4010 0.2629
w50.oracleGeneral.bin.zst 0.2863 3.0571 0.1189 0.2821 0.1901 0.2043
w51.oracleGeneral.bin.zst 0.2861 1.9886 0.2105 0.4598 0.2228 0.4052
w52.oracleGeneral.bin.zst 0.1681 3.3245 0.1041 0.8004 0.1064 0.5884
w53.oracleGeneral.bin.zst 0.6635 1.1710 0.6411 0.2747 0.6782 0.0552
w54.oracleGeneral.bin.zst 0.8529 1.0160 0.8426 0.2120 0.8457 0.0050
w55.oracleGeneral.bin.zst 0.8589 1.0804 0.8549 0.2505 0.8601 0.0642
w56.oracleGeneral.bin.zst 0.1252 2.5480 0.0835 0.7821 0.0878 0.5912
w57.oracleGeneral.bin.zst 0.1395 2.5013 0.0796 0.7068 0.0847 0.5575
w58.oracleGeneral.bin.zst 0.3261 3.0482 0.2327 0.7709 0.2589 0.6275
w59.oracleGeneral.bin.zst 0.4708 4.8178 0.4997 2.1851 0.5124 2.0940
w60.oracleGeneral.bin.zst 0.7497 2.8637 0.5618 0.4142 0.6785 0.2606
w61.oracleGeneral.bin.zst 0.4274 4.8905 0.3460 0.8944 0.3611 0.6856
w62.oracleGeneral.bin.zst 0.7339 1.4987 0.5695 0.2348 0.6517 0.0658
w63.oracleGeneral.bin.zst 0.5990 1.1676 0.5406 0.2790 0.6184 0.1863
w64.oracleGeneral.bin.zst 0.8711 1.0067 0.8905 0.2325 0.8971 0.0376
w66.oracleGeneral.bin.zst 0.4735 44.0205 0.1995 9.1883 0.2737 4.5997
w67.oracleGeneral.bin.zst 0.1389 4.4230 0.0996 1.0779 0.1014 0.8649
w68.oracleGeneral.bin.zst 0.1907 1.7049 0.1261 0.3370 0.1464 0.2079
w69.oracleGeneral.bin.zst 0.3926 2.2096 0.3031 0.5802 0.3198 0.4994
w70.oracleGeneral.bin.zst 0.1317 1.3032 0.1004 0.4596 0.1125 0.3209
w71.oracleGeneral.bin.zst 0.2413 2.6022 0.1613 0.6795 0.1717 0.5680
w72.oracleGeneral.bin.zst 0.2348 3.6956 0.1770 1.0137 0.1759 0.7872
w73.oracleGeneral.bin.zst 0.3171 2.7740 0.2466 0.9606 0.2517 0.7823
w74.oracleGeneral.bin.zst 0.1502 4.6871 0.1274 1.4053 0.1201 1.0771
w75.oracleGeneral.bin.zst 0.1196 1.4260 0.0814 0.4328 0.0935 0.3219
w76.oracleGeneral.bin.zst 0.1864 1.5091 0.1470 0.4954 0.1727 0.3535
w77.oracleGeneral.bin.zst 0.3827 2.4095 0.3050 0.6119 0.3228 0.4509
w78.oracleGeneral.bin.zst 0.2837 1.5454 0.3003 0.7606 0.3138 0.6283
w79.oracleGeneral.bin.zst 0.9045 1.0497 0.8698 0.2149 0.8938 0.0119
w80.oracleGeneral.bin.zst 0.5131 7.2951 0.4406 2.1406 0.4229 1.7111
w81.oracleGeneral.bin.zst 0.6931 5.8724 0.4699 0.2281 0.6226 0.0407
w82.oracleGeneral.bin.zst 0.4046 23.3056 0.2519 6.6707 0.3209 0.2742
w83.oracleGeneral.bin.zst 0.3517 1.9748 0.3003 0.2505 0.3431 0.1143
w84.oracleGeneral.bin.zst 0.2560 1.4497 0.2117 0.4293 0.2205 0.3356
w85.oracleGeneral.bin.zst 0.8139 6.6113 0.6340 0.2104 0.7726 0.0214
w86.oracleGeneral.bin.zst 0.9286 1.0450 0.9209 0.2113 0.9349 0.0306
w87.oracleGeneral.bin.zst 0.7257 1.5200 0.6854 0.3565 0.7175 0.2261
w88.oracleGeneral.bin.zst 0.2142 2.6471 0.1815 0.8108 0.1826 0.6192
w89.oracleGeneral.bin.zst 0.2861 1.2229 0.2610 0.3254 0.2863 0.1626
w90.oracleGeneral.bin.zst 0.4104 6.0532 0.3841 0.4342 0.4111 0.3054
w91.oracleGeneral.bin.zst 0.2629 1.4722 0.2022 0.3640 0.2398 0.2997
w92.oracleGeneral.bin.zst 0.8253 5.8822 0.6190 0.2162 0.8085 0.0166
w93.oracleGeneral.bin.zst 0.7758 3.6577 0.6242 0.3669 0.6943 0.1834
w94.oracleGeneral.bin.zst 0.4667 3.7277 0.4255 1.3807 0.4377 0.9655
w95.oracleGeneral.bin.zst 0.2628 2.4608 0.2127 0.6827 0.2198 0.6042
w96.oracleGeneral.bin.zst 0.3888 1.8893 0.2820 0.6407 0.3007 0.4904
w97.oracleGeneral.bin.zst 0.6565 1.2999 0.5789 0.2533 0.6507 0.0493
w98.oracleGeneral.bin.zst 0.6508 1.3069 0.5735 0.2550 0.6444 0.0511
w99.oracleGeneral.bin.zst 0.6433 5.2864 0.5066 0.2335 0.6155 0.0301
