trace_name fifo-mr fifo-wa flex-mr flex-wa s3fifo-mr s3fifo-wa
w47.oracleGeneral.bin.zst 0.0971 7.3287 0.0793 3.0140 0.0681 2.1662
w48.oracleGeneral.bin.zst 0.8496 4.7858 0.8212 0.3835 0.8416 0.1805
w49.oracleGeneral.bin.zst 0.5221 3.1269 0.3944 0.6138 0.4127 0.2525
w50.oracleGeneral.bin.zst 0.2863 3.0571 0.1289 0.2989 0.1965 0.2123
w51.oracleGeneral.bin.zst 0.2861 1.9886 0.2132 0.4843 0.2249 0.4057
w52.oracleGeneral.bin.zst 0.1681 3.3245 0.1065 0.7526 0.1100 0.7312
w53.oracleGeneral.bin.zst 0.6635 1.1710 0.6426 0.2750 0.6739 0.0532
w54.oracleGeneral.bin.zst 0.8529 1.0160 0.8423 0.2147 0.8452 0.0045
w55.oracleGeneral.bin.zst 0.8589 1.0804 0.8545 0.2646 0.8593 0.0563
w56.oracleGeneral.bin.zst 0.1252 2.5480 0.0854 0.8363 0.0883 0.6143
w57.oracleGeneral.bin.zst 0.1395 2.5013 0.0826 0.7619 0.0863 0.5912
w58.oracleGeneral.bin.zst 0.3261 3.0482 0.2443 0.8701 0.2580 0.6796
w59.oracleGeneral.bin.zst 0.4708 4.8178 0.4928 2.3007 0.5055 2.0748
w60.oracleGeneral.bin.zst 0.7497 2.8637 0.5913 0.7452 0.6760 0.2225
w61.oracleGeneral.bin.zst 0.4274 4.8905 0.3373 0.9403 0.3432 0.6400
w62.oracleGeneral.bin.zst 0.7339 1.4987 0.5791 0.2344 0.6503 0.0603
w63.oracleGeneral.bin.zst 0.5990 1.1676 0.5516 0.2814 0.6060 0.1642
w64.oracleGeneral.bin.zst 0.8711 1.0067 0.8922 0.2325 0.8948 0.0363
w66.oracleGeneral.bin.zst 0.4735 44.0205 0.2328 10.9690 0.2409 10.5321
w67.oracleGeneral.bin.zst 0.1389 4.4230 0.1061 1.3701 0.1033 0.9157
w68.oracleGeneral.bin.zst 0.1907 1.7049 0.1194 0.3559 0.1442 0.2038
w69.oracleGeneral.bin.zst 0.3926 2.2096 0.3076 0.6197 0.3168 0.4662
w70.oracleGeneral.bin.zst 0.1317 1.3032 0.0947 0.4695 0.1029 0.2676
w71.oracleGeneral.bin.zst 0.2413 2.6022 0.1696 0.7299 0.1772 0.5939
w72.oracleGeneral.bin.zst 0.2348 3.6956 0.1809 1.1283 0.1772 0.8261
w73.oracleGeneral.bin.zst 0.3171 2.7740 0.2468 1.0178 0.2499 0.7825
w74.oracleGeneral.bin.zst 0.1502 4.6871 0.1281 1.5517 0.1254 1.1586
w75.oracleGeneral.bin.zst 0.1196 1.4260 0.0804 0.4399 0.0910 0.2724
w76.oracleGeneral.bin.zst 0.1864 1.5091 0.1461 0.4989 0.1647 0.3212
w77.oracleGeneral.bin.zst 0.3827 2.4095 0.3171 0.6795 0.3265 0.4583
w78.oracleGeneral.bin.zst 0.2837 1.5454 0.2960 0.7659 0.3062 0.5876
w79.oracleGeneral.bin.zst 0.9045 1.0497 0.8707 0.2152 0.8923 0.0039
w80.oracleGeneral.bin.zst 0.5131 7.2951 0.4515 2.3425 0.4309 1.7988
w81.oracleGeneral.bin.zst 0.6931 5.8724 0.4765 0.2233 0.6255 0.0291
w82.oracleGeneral.bin.zst 0.4046 23.3056 0.2703 7.4461 0.2979 5.0742
w83.oracleGeneral.bin.zst 0.3517 1.9748 0.3022 0.2517 0.3345 0.1090
w84.oracleGeneral.bin.zst 0.2560 1.4497 0.2101 0.4352 0.2165 0.3203
w85.oracleGeneral.bin.zst 0.8139 6.6113 0.6396 0.2098 0.7772 0.0186
w86.oracleGeneral.bin.zst 0.9286 1.0450 0.9208 0.2113 0.9337 0.0294
w87.oracleGeneral.bin.zst 0.7257 1.5200 0.6911 0.3700 0.7153 0.2299
w88.oracleGeneral.bin.zst 0.2142 2.6471 0.1813 0.8548 0.1816 0.6247
w89.oracleGeneral.bin.zst 0.2861 1.2229 0.2509 0.3443 0.2746 0.1549
w90.oracleGeneral.bin.zst 0.4104 6.0532 0.3732 0.4418 0.4006 0.2199
w91.oracleGeneral.bin.zst 0.2629 1.4722 0.1995 0.3680 0.2287 0.2604
w92.oracleGeneral.bin.zst 0.8253 5.8822 0.6249 0.2105 0.8115 0.0051
w93.oracleGeneral.bin.zst 0.7758 3.6577 0.6343 0.3882 0.6850 0.1887
w94.oracleGeneral.bin.zst 0.4667 3.7277 0.4284 1.1883 0.4329 1.1201
w95.oracleGeneral.bin.zst 0.2628 2.4608 0.2171 0.7247 0.2216 0.6097
w96.oracleGeneral.bin.zst 0.3888 1.8893 0.2672 0.6620 0.2806 0.4492
w97.oracleGeneral.bin.zst 0.6565 1.2999 0.5816 0.2625 0.6469 0.0531
w98.oracleGeneral.bin.zst 0.6508 1.3069 0.5779 0.2635 0.6410 0.0543
w99.oracleGeneral.bin.zst 0.6433 5.2864 0.5127 0.2359 0.6250 0.0218
