trace_name fifo-mr fifo-wa flex-mr flex-wa s3fifo-mr s3fifo-wa
w14.oracleGeneral.bin.zst 0.4870 3.2128 0.3879 0.5038 0.4675 0.2047
w15.oracleGeneral.bin.zst 0.7332 3.1559 0.4362 1.0207 0.5367 0.9198
w16.oracleGeneral.bin.zst 0.7244 2.5597 0.5850 0.6137 0.6734 0.2576
w17.oracleGeneral.bin.zst 0.1253 1.4044 0.1170 0.5726 0.1325 0.4095
w18.oracleGeneral.bin.zst 0.4050 1.9334 0.3425 0.7119 0.4329 0.6211
w19.oracleGeneral.bin.zst 0.1156 4.9230 0.0930 2.1008 0.0982 1.9634
w20.oracleGeneral.bin.zst 0.5984 2.2398 0.5210 0.7673 0.6023 0.5444
w21.oracleGeneral.bin.zst 0.8621 6.8712 0.7342 1.0774 0.7870 0.2851
w22.oracleGeneral.bin.zst 0.8774 2.4103 0.6760 0.3411 0.8716 0.0415
w23.oracleGeneral.bin.zst 0.3353 5.4895 0.2771 0.5528 0.2717 0.2607
w24.oracleGeneral.bin.zst 0.4157 2.3306 0.3222 0.7629 0.3582 0.6190
w25.oracleGeneral.bin.zst 0.1745 1.2938 0.1922 0.7779 0.2154 0.7090
w26.oracleGeneral.bin.zst 0.2108 1.4181 0.1520 0.5724 0.1827 0.3332
w27.oracleGeneral.bin.zst 0.3208 1.2038 0.2726 0.5247 0.3475 0.3532
w28.oracleGeneral.bin.zst 0.3667 1.2020 0.3769 0.5408 0.4124 0.4123
w29.oracleGeneral.bin.zst 0.3893 1.2442 0.3301 0.5090 0.3936 0.2774
w30.oracleGeneral.bin.zst 0.0969 1.4620 0.0852 0.6191 0.0949 0.5997
w31.oracleGeneral.bin.zst 0.7545 1.7692 0.6883 0.3587 0.7290 0.2101
w32.oracleGeneral.bin.zst 0.3915 1.7949 0.3406 1.2262 0.3275 0.2761
w33.oracleGeneral.bin.zst 0.1368 2.7527 0.1195 1.1938 0.1215 0.7577
w34.oracleGeneral.bin.zst 0.4142 2.4912 0.3955 0.9051 0.4306 0.6252
w35.oracleGeneral.bin.zst 0.0667 1.8051 0.0592 0.7633 0.0663 0.5563
w36.oracleGeneral.bin.zst 0.1258 2.9127 0.1086 1.2443 0.1103 0.7888
w37.oracleGeneral.bin.zst 0.3842 1.2667 0.2846 0.3361 0.3841 0.2057
w38.oracleGeneral.bin.zst 0.6202 3.5211 0.3839 0.9304 0.5595 0.2612
w39.oracleGeneral.bin.zst 0.0662 1.8923 0.0539 0.8207 0.0585 0.6926
w40.oracleGeneral.bin.zst 0.0844 1.9601 0.0770 0.8921 0.0802 0.5891
w41.oracleGeneral.bin.zst 0.0691 2.0502 0.0491 0.6267 0.0538 0.4942
w42.oracleGeneral.bin.zst 0.5365 2.3484 0.4059 0.9918 0.5089 0.9092
w43.oracleGeneral.bin.zst 0.4217 1.8633 0.3358 0.6363 0.3641 0.4917
w44.oracleGeneral.bin.zst 0.8700 5.0875 0.7715 0.3594 0.8434 0.1518
w45.oracleGeneral.bin.zst 0.0800 5.1669 0.0530 1.8400 0.0551 1.6214
w46.oracleGeneral.bin.zst 0.4224 1.0635 0.4512 0.4418 0.4858 0.2233
w47.oracleGeneral.bin.zst 0.0736 5.3629 0.0474 1.9847 0.0494 1.7152
w48.oracleGeneral.bin.zst 0.8383 4.7414 0.7914 0.4849 0.8323 0.2059
w49.oracleGeneral.bin.zst 0.5128 3.0895 0.2860 0.8414 0.3169 0.7018
w50.oracleGeneral.bin.zst 0.2178 2.6926 0.1142 0.3988 0.1899 0.2080
w51.oracleGeneral.bin.zst 0.2237 1.3799 0.1902 0.4322 0.2116 0.3580
w52.oracleGeneral.bin.zst 0.1427 2.8868 0.0779 0.5427 0.0874 0.4468
w53.oracleGeneral.bin.zst 0.6524 1.1550 0.6367 0.3962 0.6792 0.0654
w54.oracleGeneral.bin.zst 0.8419 1.0070 0.8405 0.3166 0.8484 0.0104
w55.oracleGeneral.bin.zst 0.8315 1.0414 0.8314 0.3582 0.8602 0.0973
w56.oracleGeneral.bin.zst 0.1003 2.1339 0.0656 0.7420 0.0729 0.5864
w57.oracleGeneral.bin.zst 0.1067 2.0393 0.0591 0.6203 0.0680 0.4844
w58.oracleGeneral.bin.zst 0.2366 2.0915 0.2136 0.4360 0.2074 0.5070
w59.oracleGeneral.bin.zst 0.3227 3.2724 0.3522 1.6810 0.3550 1.5731
w60.oracleGeneral.bin.zst 0.7339 2.7608 0.3803 0.8454 0.4064 0.7221
w61.oracleGeneral.bin.zst 0.3700 4.3589 0.2578 0.6812 0.2891 0.5358
w62.oracleGeneral.bin.zst 0.6962 1.4202 0.5688 0.3372 0.6499 0.0751
w63.oracleGeneral.bin.zst 0.5858 1.1447 0.5323 0.3590 0.6198 0.1924
w64.oracleGeneral.bin.zst 0.8705 1.0062 0.8907 0.3329 0.8992 0.0386
w66.oracleGeneral.bin.zst 0.1305 11.7855 0.0339 1.1436 0.0358 1.0541
w67.oracleGeneral.bin.zst 0.1078 3.3961 0.0719 0.9768 0.0761 0.8180
w68.oracleGeneral.bin.zst 0.1590 1.4639 0.1048 0.4241 0.1294 0.2470
w69.oracleGeneral.bin.zst 0.2924 1.6684 0.2354 0.5224 0.2739 0.4394
w70.oracleGeneral.bin.zst 0.1177 1.2324 0.0911 0.5143 0.1082 0.3591
w71.oracleGeneral.bin.zst 0.2036 2.2009 0.1276 0.5030 0.1485 0.4446
w72.oracleGeneral.bin.zst 0.1862 2.8605 0.1323 0.9107 0.1409 0.7744
w73.oracleGeneral.bin.zst 0.1948 1.7970 0.1693 0.6618 0.1906 0.5667
w74.oracleGeneral.bin.zst 0.1191 3.5596 0.0925 1.1247 0.0966 0.9752
w75.oracleGeneral.bin.zst 0.1025 1.2760 0.0766 0.5131 0.0906 0.3473
w76.oracleGeneral.bin.zst 0.1578 1.3120 0.1304 0.5260 0.1658 0.3562
w77.oracleGeneral.bin.zst 0.2937 1.6641 0.2498 0.6043 0.2783 0.4168
w78.oracleGeneral.bin.zst 0.2555 1.4147 0.2307 0.7387 0.2581 0.5986
w79.oracleGeneral.bin.zst 0.8938 1.0456 0.8626 0.3110 0.8937 0.0189
w80.oracleGeneral.bin.zst 0.4599 6.5055 0.3771 2.2774 0.3606 1.6130
w81.oracleGeneral.bin.zst 0.6912 5.8621 0.4171 0.3308 0.6214 0.0462
w82.oracleGeneral.bin.zst 0.2951 16.8416 0.0816 1.3309 0.0865 1.8988
w83.oracleGeneral.bin.zst 0.3465 1.9643 0.2868 0.3465 0.3402 0.1199
w84.oracleGeneral.bin.zst 0.2181 1.3048 0.1784 0.4329 0.2097 0.3351
w85.oracleGeneral.bin.zst 0.8110 6.6049 0.5166 0.3068 0.7699 0.0240
w86.oracleGeneral.bin.zst 0.9257 1.0424 0.9111 0.3053 0.9354 0.0335
w87.oracleGeneral.bin.zst 0.7006 1.4154 0.6470 0.4038 0.7023 0.2459
w88.oracleGeneral.bin.zst 0.1778 2.1268 0.1542 0.7893 0.1683 0.6460
w89.oracleGeneral.bin.zst 0.2635 1.1316 0.2572 0.4301 0.2861 0.1933
w90.oracleGeneral.bin.zst 0.2442 2.5720 0.2515 0.9409 0.4045 0.3011
w91.oracleGeneral.bin.zst 0.2113 1.2876 0.1562 0.3804 0.2193 0.2860
w92.oracleGeneral.bin.zst 0.8249 5.8817 0.5504 0.3161 0.8072 0.0211
w93.oracleGeneral.bin.zst 0.7353 3.4408 0.5338 0.4563 0.6247 0.2400
w94.oracleGeneral.bin.zst 0.3803 2.5363 0.3407 0.9697 0.3806 0.9131
w95.oracleGeneral.bin.zst 0.2043 1.8688 0.1717 0.5922 0.1906 0.5353
w96.oracleGeneral.bin.zst 0.2981 1.5485 0.2178 0.6355 0.2711 0.5282
w97.oracleGeneral.bin.zst 0.5771 1.1975 0.5483 0.3772 0.6232 0.1051
w98.oracleGeneral.bin.zst 0.5787 1.2213 0.5449 0.3881 0.6177 0.0961
w99.oracleGeneral.bin.zst 0.6411 5.2840 0.4317 0.3365 0.6111 0.0318
