trace_name fifo-mr fifo-wa flex-mr flex-wa s3fifo-mr s3fifo-wa
w21.oracleGeneral.bin.zst 0.9106 7.5232 0.7828 0.1248 0.8931 0.0300
w22.oracleGeneral.bin.zst 0.8832 2.4332 0.7939 0.1377 0.8742 0.0370
w23.oracleGeneral.bin.zst 0.4364 5.8531 0.3011 0.3430 0.3186 0.2751
w24.oracleGeneral.bin.zst 0.5016 2.7798 0.4541 0.3823 0.4617 0.2634
w25.oracleGeneral.bin.zst 0.4053 3.4438 0.2212 0.1336 0.2259 0.1558
w26.oracleGeneral.bin.zst 0.3695 2.1444 0.2940 0.5568 0.2858 0.3738
w27.oracleGeneral.bin.zst 0.5531 1.7536 0.5029 0.5336 0.5610 0.3712
w28.oracleGeneral.bin.zst 0.5000 1.6235 0.4524 0.3947 0.4608 0.3094
w29.oracleGeneral.bin.zst 0.4961 1.4823 0.4824 0.3481 0.5317 0.2751
w30.oracleGeneral.bin.zst 0.2259 2.9416 0.2166 1.0702 0.2025 0.9606
w31.oracleGeneral.bin.zst 0.8548 2.3030 0.7790 0.1190 0.8586 0.0344
w32.oracleGeneral.bin.zst 0.5488 2.2467 0.5134 1.2746 0.4603 0.3928
w33.oracleGeneral.bin.zst 0.1676 4.5844 0.1550 1.7140 0.1517 0.9769
w34.oracleGeneral.bin.zst 0.4661 2.9090 0.4630 0.4996 0.4842 0.4288
w35.oracleGeneral.bin.zst 0.0999 2.4700 0.0745 0.4269 0.0780 0.3093
w36.oracleGeneral.bin.zst 0.1567 4.8629 0.1417 1.6105 0.1396 1.0307
w37.oracleGeneral.bin.zst 0.5767 1.6519 0.3933 0.1976 0.4143 0.1311
w38.oracleGeneral.bin.zst 0.6594 3.9326 0.6014 0.4015 0.5976 0.2407
w39.oracleGeneral.bin.zst 0.0999 3.1835 0.0825 1.0608 0.0802 0.8030
w40.oracleGeneral.bin.zst 0.1272 3.7571 0.1142 1.4119 0.1090 0.7552
w41.oracleGeneral.bin.zst 0.0988 2.9761 0.0668 0.3853 0.0702 0.2569
w42.oracleGeneral.bin.zst 0.6838 3.0643 0.6562 0.6622 0.6679 0.5847
w43.oracleGeneral.bin.zst 0.6798 3.0301 0.5695 0.2115 0.5961 0.1265
w44.oracleGeneral.bin.zst 0.8933 5.4024 0.8661 0.2815 0.8700 0.1029
w45.oracleGeneral.bin.zst 0.1302 9.2987 0.1095 2.1976 0.1015 1.3553
w46.oracleGeneral.bin.zst 0.4626 1.1560 0.4870 0.2810 0.4927 0.1982
w47.oracleGeneral.bin.zst 0.1251 9.6872 0.0935 1.7140 0.0893 1.3068
w48.oracleGeneral.bin.zst 0.8871 4.9895 0.6926 0.1374 0.8621 0.0507
w49.oracleGeneral.bin.zst 0.5852 3.4703 0.4937 0.5525 0.5001 0.2513
w50.oracleGeneral.bin.zst 0.3944 3.5368 0.1803 0.1139 0.2189 0.0896
w51.oracleGeneral.bin.zst 0.4201 3.2944 0.3183 0.7640 0.3749 0.0835
w52.oracleGeneral.bin.zst 0.2405 4.5576 0.1410 0.5014 0.1501 0.6273
w53.oracleGeneral.bin.zst 0.6824 1.1926 0.6707 0.1749 0.6886 0.0405
w54.oracleGeneral.bin.zst 0.8597 1.0177 0.8463 0.1072 0.8558 0.0088
w55.oracleGeneral.bin.zst 0.8615 1.1003 0.8572 0.1551 0.8629 0.0587
w56.oracleGeneral.bin.zst 0.1759 3.2927 0.1052 0.5976 0.1082 0.4717
w57.oracleGeneral.bin.zst 0.2074 3.4112 0.1267 0.7565 0.1257 0.5929
w58.oracleGeneral.bin.zst 0.4061 3.6665 0.3558 0.3378 0.3617 0.2615
w59.oracleGeneral.bin.zst 0.6709 7.1340 0.6461 1.9064 0.6475 1.6397
w60.oracleGeneral.bin.zst 0.7847 3.0827 0.7009 0.3236 0.7101 0.2566
w61.oracleGeneral.bin.zst 0.5306 5.8167 0.5452 1.2436 0.5415 1.0798
w62.oracleGeneral.bin.zst 0.8369 1.7095 0.6139 0.1332 0.7229 0.0704
w63.oracleGeneral.bin.zst 0.6601 1.4121 0.6151 0.2107 0.6380 0.2041
w64.oracleGeneral.bin.zst 0.9006 1.0403 0.8889 0.0977 0.9007 0.0084
w66.oracleGeneral.bin.zst 0.4836 44.5936 0.3285 10.1912 0.3423 0.3204
w67.oracleGeneral.bin.zst 0.1793 5.6770 0.1363 0.9284 0.1387 0.7497
w68.oracleGeneral.bin.zst 0.2509 2.2367 0.1563 0.2280 0.1650 0.1564
w69.oracleGeneral.bin.zst 0.4622 2.6580 0.3809 0.4169 0.3896 0.3420
w70.oracleGeneral.bin.zst 0.1702 1.5403 0.1440 0.4109 0.1478 0.3417
w71.oracleGeneral.bin.zst 0.3483 3.6302 0.2214 0.5693 0.2206 0.5537
w72.oracleGeneral.bin.zst 0.2805 4.3932 0.2468 0.9840 0.2444 0.7386
w73.oracleGeneral.bin.zst 0.4109 3.5358 0.3290 0.8968 0.3185 0.5966
w74.oracleGeneral.bin.zst 0.1821 5.9618 0.1567 1.0308 0.1587 0.7279
w75.oracleGeneral.bin.zst 0.1626 1.8336 0.1130 0.3716 0.1176 0.2922
w76.oracleGeneral.bin.zst 0.2502 1.9869 0.1883 0.3998 0.1986 0.3098
w77.oracleGeneral.bin.zst 0.5112 3.3918 0.4642 1.0209 0.4401 0.3756
w78.oracleGeneral.bin.zst 0.3551 1.9670 0.3419 0.4616 0.3455 0.3889
w79.oracleGeneral.bin.zst 0.9176 1.0540 0.8818 0.1118 0.8968 0.0190
w80.oracleGeneral.bin.zst 0.6290 9.3842 0.5550 1.7512 0.5446 1.5098
w81.oracleGeneral.bin.zst 0.6949 5.8758 0.5245 0.1054 0.6242 0.0445
w82.oracleGeneral.bin.zst 0.4155 23.7526 0.2922 0.5716 0.3395 0.3326
w83.oracleGeneral.bin.zst 0.3570 1.9915 0.3460 0.1985 0.3591 0.1153
w84.oracleGeneral.bin.zst 0.3156 1.7590 0.2793 0.4171 0.2811 0.2984
w85.oracleGeneral.bin.zst 0.8189 6.6175 0.7263 0.1004 0.7753 0.0232
w86.oracleGeneral.bin.zst 0.9427 1.0823 0.9336 0.1161 0.9443 0.0238
w87.oracleGeneral.bin.zst 0.7804 1.8297 0.7875 0.5249 0.7894 0.3600
w88.oracleGeneral.bin.zst 0.2547 3.2574 0.2094 0.4874 0.2121 0.3963
w89.oracleGeneral.bin.zst 0.3440 1.3597 0.2817 0.2217 0.3012 0.1339
w90.oracleGeneral.bin.zst 0.4764 6.4830 0.4449 0.3855 0.4647 0.3548
w91.oracleGeneral.bin.zst 0.3799 1.9024 0.3372 0.4189 0.3476 0.3912
w92.oracleGeneral.bin.zst 0.8266 5.8838 0.6860 0.1124 0.8085 0.0214
w93.oracleGeneral.bin.zst 0.8283 3.9063 0.7285 0.1770 0.7908 0.0772
w94.oracleGeneral.bin.zst 0.5483 4.6200 0.4737 0.7151 0.5069 0.6757
w95.oracleGeneral.bin.zst 0.3078 3.0077 0.2390 0.3378 0.2418 0.2595
w96.oracleGeneral.bin.zst 0.4682 2.2050 0.4627 0.6469 0.4536 0.5508
w97.oracleGeneral.bin.zst 0.6869 1.3446 0.6129 0.1410 0.6651 0.0378
w98.oracleGeneral.bin.zst 0.6822 1.3549 0.6048 0.1425 0.6592 0.0379
w99.oracleGeneral.bin.zst 0.6465 5.2915 0.5676 0.1267 0.6186 0.0295
