trace_name fifo-mr fifo-wa flex-mr flex-wa s3fifo-mr s3fifo-wa
w61.oracleGeneral.bin.zst 0.5306 5.8167 0.5258 1.2514 0.5243 1.0051
w62.oracleGeneral.bin.zst 0.8369 1.7095 0.6129 0.1322 0.7226 0.0655
w63.oracleGeneral.bin.zst 0.6601 1.4121 0.6103 0.2116 0.6373 0.1995
w64.oracleGeneral.bin.zst 0.9006 1.0403 0.8887 0.0966 0.8987 0.0077
w66.oracleGeneral.bin.zst 0.4836 44.5936 0.3310 0.4656 0.3758 0.2927
w67.oracleGeneral.bin.zst 0.1793 5.6770 0.1407 0.8729 0.1419 0.6697
w68.oracleGeneral.bin.zst 0.2509 2.2367 0.1554 0.2290 0.1640 0.1536
w69.oracleGeneral.bin.zst 0.4622 2.6580 0.3779 0.4184 0.3870 0.3339
w70.oracleGeneral.bin.zst 0.1702 1.5403 0.1421 0.4114 0.1461 0.3301
w71.oracleGeneral.bin.zst 0.3483 3.6302 0.2253 0.7282 0.2193 0.5469
w72.oracleGeneral.bin.zst 0.2805 4.3932 0.2445 0.9889 0.2421 0.7501
w73.oracleGeneral.bin.zst 0.4109 3.5358 0.3293 0.9109 0.3178 0.5952
w74.oracleGeneral.bin.zst 0.1821 5.9618 0.1623 0.9173 0.1631 0.7365
w75.oracleGeneral.bin.zst 0.1626 1.8336 0.1128 0.3734 0.1171 0.2897
w76.oracleGeneral.bin.zst 0.2502 1.9869 0.2041 0.4771 0.2086 0.3624
w77.oracleGeneral.bin.zst 0.5112 3.3918 0.4591 0.9914 0.4388 0.3688
w78.oracleGeneral.bin.zst 0.3551 1.9670 0.3391 0.4633 0.3417 0.3844
w79.oracleGeneral.bin.zst 0.9176 1.0540 0.8810 0.1108 0.8955 0.0147
w80.oracleGeneral.bin.zst 0.6290 9.3842 0.5517 1.7610 0.5425 1.4997
w81.oracleGeneral.bin.zst 0.6949 5.8758 0.5245 0.1054 0.6234 0.0428
w82.oracleGeneral.bin.zst 0.4155 23.7526 0.3212 0.4216 0.3461 0.3163
w83.oracleGeneral.bin.zst 0.3570 1.9915 0.3452 0.1982 0.3528 0.1124
w84.oracleGeneral.bin.zst 0.3156 1.7590 0.2779 0.4176 0.2797 0.2968
w85.oracleGeneral.bin.zst 0.8189 6.6175 0.7270 0.0999 0.7762 0.0215
w86.oracleGeneral.bin.zst 0.9427 1.0823 0.9326 0.1160 0.9426 0.0217
w87.oracleGeneral.bin.zst 0.7804 1.8297 0.7681 0.5102 0.7760 0.2887
w88.oracleGeneral.bin.zst 0.2547 3.2574 0.2134 0.5284 0.2153 0.4146
w89.oracleGeneral.bin.zst 0.3440 1.3597 0.2807 0.2225 0.2998 0.1328
w90.oracleGeneral.bin.zst 0.4764 6.4830 0.4434 0.3854 0.4612 0.3360
w91.oracleGeneral.bin.zst 0.3799 1.9024 0.3382 0.4215 0.3476 0.3906
w92.oracleGeneral.bin.zst 0.8266 5.8838 0.6849 0.1123 0.8093 0.0185
w93.oracleGeneral.bin.zst 0.8283 3.9063 0.7179 0.1790 0.7868 0.0736
w94.oracleGeneral.bin.zst 0.5483 4.6200 0.4647 0.7064 0.4993 0.6357
w95.oracleGeneral.bin.zst 0.3078 3.0077 0.2516 0.4011 0.2552 0.2895
w96.oracleGeneral.bin.zst 0.4682 2.2050 0.4553 0.6468 0.4454 0.5088
w97.oracleGeneral.bin.zst 0.6869 1.3446 0.6099 0.1401 0.6591 0.0371
w98.oracleGeneral.bin.zst 0.6822 1.3549 0.6018 0.1417 0.6532 0.0371
w99.oracleGeneral.bin.zst 0.6465 5.2915 0.5708 0.1262 0.6189 0.0285
