trace_name fifo-mr fifo-wa flex-mr flex-wa s3fifo-mr s3fifo-wa
w30.oracleGeneral.bin.zst 0.0969 1.4620 0.0785 0.6493 0.0889 0.5841
w31.oracleGeneral.bin.zst 0.7545 1.7692 0.6836 0.3603 0.7251 0.2096
w32.oracleGeneral.bin.zst 0.3915 1.7949 0.3389 1.2305 0.3270 0.2755
w33.oracleGeneral.bin.zst 0.1368 2.7527 0.1187 1.1909 0.1208 0.7557
w34.oracleGeneral.bin.zst 0.4142 2.4912 0.3704 0.9242 0.4210 0.5451
w35.oracleGeneral.bin.zst 0.0667 1.8051 0.0583 0.7651 0.0654 0.5540
w36.oracleGeneral.bin.zst 0.1258 2.9127 0.1082 1.2434 0.1097 0.7870
w37.oracleGeneral.bin.zst 0.3842 1.2667 0.2859 0.3365 0.3831 0.2039
w38.oracleGeneral.bin.zst 0.6202 3.5211 0.3993 1.1333 0.5590 0.2499
w39.oracleGeneral.bin.zst 0.0662 1.8923 0.0537 0.8207 0.0581 0.6811
w40.oracleGeneral.bin.zst 0.0844 1.9601 0.0769 0.8945 0.0797 0.5871
w41.oracleGeneral.bin.zst 0.0691 2.0502 0.0489 0.6273 0.0534 0.4928
w42.oracleGeneral.bin.zst 0.5365 2.3484 0.4051 0.9974 0.5074 0.8992
w43.oracleGeneral.bin.zst 0.4217 1.8633 0.3377 0.6424 0.3653 0.4935
w44.oracleGeneral.bin.zst 0.8700 5.0875 0.7721 0.3645 0.8438 0.1472
w45.oracleGeneral.bin.zst 0.0800 5.1669 0.0523 1.8333 0.0542 1.6077
w46.oracleGeneral.bin.zst 0.4224 1.0635 0.4471 0.4419 0.4829 0.2210
w47.oracleGeneral.bin.zst 0.0736 5.3629 0.0466 1.9763 0.0485 1.7179
w48.oracleGeneral.bin.zst 0.8383 4.7414 0.7888 0.4873 0.8349 0.2022
w49.oracleGeneral.bin.zst 0.5128 3.0895 0.2862 0.8468 0.3164 0.6970
w50.oracleGeneral.bin.zst 0.2178 2.6926 0.1181 0.4071 0.1897 0.2070
w51.oracleGeneral.bin.zst 0.2237 1.3799 0.1901 0.4317 0.2111 0.3563
w52.oracleGeneral.bin.zst 0.1427 2.8868 0.0781 0.5499 0.0876 0.4495
w53.oracleGeneral.bin.zst 0.6524 1.1550 0.6355 0.3963 0.6764 0.0624
w54.oracleGeneral.bin.zst 0.8419 1.0070 0.8404 0.3166 0.8453 0.0102
w55.oracleGeneral.bin.zst 0.8315 1.0414 0.8313 0.3578 0.8590 0.0954
w56.oracleGeneral.bin.zst 0.1003 2.1339 0.0655 0.7458 0.0722 0.5881
w57.oracleGeneral.bin.zst 0.1067 2.0393 0.0590 0.6238 0.0677 0.4860
w58.oracleGeneral.bin.zst 0.2366 2.0915 0.2129 0.4458 0.2052 0.5023
w59.oracleGeneral.bin.zst 0.3227 3.2724 0.3501 1.6957 0.3518 1.5599
w60.oracleGeneral.bin.zst 0.7339 2.7608 0.3793 0.8472 0.3974 0.6945
w61.oracleGeneral.bin.zst 0.3700 4.3589 0.2463 0.6905 0.2840 0.5045
w62.oracleGeneral.bin.zst 0.6962 1.4202 0.5686 0.3371 0.6488 0.0702
w63.oracleGeneral.bin.zst 0.5858 1.1447 0.5300 0.3593 0.6162 0.1846
w64.oracleGeneral.bin.zst 0.8705 1.0062 0.8904 0.3326 0.8963 0.0376
w66.oracleGeneral.bin.zst 0.1305 11.7855 0.0441 1.1951 0.0477 1.9043
w67.oracleGeneral.bin.zst 0.1078 3.3961 0.0713 0.9849 0.0754 0.8152
w68.oracleGeneral.bin.zst 0.1590 1.4639 0.1040 0.4244 0.1284 0.2446
w69.oracleGeneral.bin.zst 0.2924 1.6684 0.2340 0.5235 0.2722 0.4330
w70.oracleGeneral.bin.zst 0.1177 1.2324 0.0875 0.5142 0.1054 0.3317
w71.oracleGeneral.bin.zst 0.2036 2.2009 0.1276 0.5060 0.1480 0.4411
w72.oracleGeneral.bin.zst 0.1862 2.8605 0.1309 0.9244 0.1394 0.7636
w73.oracleGeneral.bin.zst 0.1948 1.7970 0.1702 0.6707 0.1891 0.5599
w74.oracleGeneral.bin.zst 0.1191 3.5596 0.0917 1.1328 0.0954 0.9609
w75.oracleGeneral.bin.zst 0.1025 1.2760 0.0762 0.5138 0.0902 0.3382
w76.oracleGeneral.bin.zst 0.1578 1.3120 0.1291 0.5258 0.1639 0.3468
w77.oracleGeneral.bin.zst 0.2937 1.6641 0.2487 0.6046 0.2773 0.4149
w78.oracleGeneral.bin.zst 0.2555 1.4147 0.2300 0.7397 0.2564 0.5926
w79.oracleGeneral.bin.zst 0.8938 1.0456 0.8619 0.3109 0.8926 0.0117
w80.oracleGeneral.bin.zst 0.4599 6.5055 0.3814 2.5063 0.3590 1.6064
w81.oracleGeneral.bin.zst 0.6912 5.8621 0.4183 0.3340 0.6218 0.0404
w82.oracleGeneral.bin.zst 0.2951 16.8416 0.1300 3.3541 0.1230 2.8384
w83.oracleGeneral.bin.zst 0.3465 1.9643 0.2882 0.3480 0.3390 0.1163
w84.oracleGeneral.bin.zst 0.2181 1.3048 0.1777 0.4336 0.2084 0.3306
w85.oracleGeneral.bin.zst 0.8110 6.6049 0.5175 0.3097 0.7707 0.0222
w86.oracleGeneral.bin.zst 0.9257 1.0424 0.9105 0.3055 0.9337 0.0318
w87.oracleGeneral.bin.zst 0.7006 1.4154 0.6456 0.4045 0.7019 0.2448
w88.oracleGeneral.bin.zst 0.1778 2.1268 0.1512 0.7924 0.1657 0.6373
w89.oracleGeneral.bin.zst 0.2635 1.1316 0.2561 0.4299 0.2847 0.1926
w90.oracleGeneral.bin.zst 0.2442 2.5720 0.2533 0.9391 0.4021 0.2894
w91.oracleGeneral.bin.zst 0.2113 1.2876 0.1555 0.3816 0.2180 0.2819
w92.oracleGeneral.bin.zst 0.8249 5.8817 0.5515 0.3171 0.8086 0.0142
w93.oracleGeneral.bin.zst 0.7353 3.4408 0.5314 0.4585 0.6212 0.2370
w94.oracleGeneral.bin.zst 0.3803 2.5363 0.3380 0.6663 0.3752 0.8753
w95.oracleGeneral.bin.zst 0.2043 1.8688 0.1714 0.5959 0.1889 0.5293
w96.oracleGeneral.bin.zst 0.2981 1.5485 0.2084 0.6369 0.2629 0.4958
w97.oracleGeneral.bin.zst 0.5771 1.1975 0.5477 0.3780 0.6201 0.1048
w98.oracleGeneral.bin.zst 0.5787 1.2213 0.5443 0.3881 0.6146 0.0960
w99.oracleGeneral.bin.zst 0.6411 5.2840 0.4341 0.3394 0.6136 0.0301
