,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
w63.oracleGeneral.bin.zst_9380316,0.54,0.5205,0.5115,0.5461,0.5244,0.5441,0.5526,0.5229,0.5383,0.5376,0.5495,0.5269,0.5205,0.5252,0.5427,0.5409,0.5533
w86.oracleGeneral.bin.zst_4749563,0.91,0.9154,0.9065,0.9169,0.9216,0.9242,0.9186,0.9176,0.9201,0.9225,0.9085,0.923,0.9153,0.9185,0.9181,0.9238,0.909
w60.oracleGeneral.bin.zst_9898835,0.5527,0.6427,0.3892,0.5657,0.7085,0.7412,0.5946,0.6804,0.6946,0.5513,0.4392,0.6973,0.59,0.5904,0.5274,0.7099,0.4709
w30.oracleGeneral.bin.zst_21390010,0.0728,0.0623,0.054,0.0674,0.0644,0.088,0.0903,0.0845,0.0948,0.0649,0.0697,0.0636,0.0652,0.0673,0.0646,0.0752,0.0928
w102.oracleGeneral.bin.zst_3558215,0.1077,0.1059,0.0914,0.1126,0.1077,0.1274,0.1254,0.1117,0.1282,0.108,0.1079,0.1066,0.106,0.1108,0.1094,0.1169,0.1075
w78.oracleGeneral.bin.zst_5493106,0.2109,0.2119,0.1481,0.2108,0.2326,0.2334,0.2235,0.2203,0.2296,0.217,0.2106,0.2255,0.2118,0.2151,0.2357,0.208,0.2181
w18.oracleGeneral.bin.zst_22466283,0.3531,0.4297,0.249,0.4362,0.413,0.438,0.4147,0.4354,0.4456,0.4057,0.3789,0.428,0.4056,0.417,0.3976,0.4284,0.3779
w99.oracleGeneral.bin.zst_3660840,0.4291,0.5947,0.3957,0.5935,0.6279,0.6396,0.5451,0.6211,0.6192,0.5111,0.4121,0.631,0.5924,0.6173,0.4661,0.6222,0.4251
w03.oracleGeneral.bin.zst_84712978,0.3582,0.353,0.3288,0.4008,0.3797,0.4117,0.3867,0.3549,0.3814,0.3493,0.3445,0.3586,0.3542,0.3674,0.3741,0.3883,0.3463
w42.oracleGeneral.bin.zst_16894445,0.4321,0.503,0.2688,0.5937,0.5578,0.6204,0.4573,0.5355,0.5306,0.4671,0.3595,0.5734,0.4712,0.4799,0.4081,0.451,0.3726
w44.oracleGeneral.bin.zst_12116074,0.5717,0.8266,0.499,0.7766,0.857,0.8655,0.7076,0.8441,0.8368,0.6489,0.5344,0.8626,0.6078,0.6087,0.6096,0.8578,0.5765
w98.oracleGeneral.bin.zst_3664418,0.543,0.5386,0.4763,0.5584,0.5233,0.5497,0.5486,0.5212,0.5384,0.5322,0.5385,0.5186,0.5396,0.5288,0.5486,0.5398,0.534
w68.oracleGeneral.bin.zst_8875971,0.1028,0.1072,0.092,0.1147,0.1241,0.1396,0.1222,0.1165,0.1201,0.1109,0.1039,0.1149,0.1072,0.1112,0.1044,0.1249,0.1059
w27.oracleGeneral.bin.zst_19501541,0.2736,0.2547,0.222,0.2797,0.2805,0.3072,0.302,0.2862,0.2933,0.2986,0.2819,0.2841,0.261,0.2806,0.3502,0.3037,0.3109
w101.oracleGeneral.bin.zst_3587707,0.5553,0.5532,0.4891,0.5632,0.5431,0.5599,0.5604,0.5411,0.5487,0.5423,0.549,0.539,0.553,0.5393,0.5581,0.5501,0.5464
w28.oracleGeneral.bin.zst_19739621,0.3255,0.3272,0.3011,0.3294,0.3281,0.3548,0.3538,0.3281,0.3292,0.352,0.3561,0.338,0.3274,0.3328,0.3207,0.3555,0.3795
w23.oracleGeneral.bin.zst_27914470,0.2205,0.2266,0.1381,0.2379,0.2342,0.2867,0.2476,0.2354,0.2362,0.2465,0.2235,0.2421,0.2213,0.2279,0.222,0.2374,0.2296
w54.oracleGeneral.bin.zst_8832954,0.8377,0.8345,0.8314,0.8402,0.8345,0.84,0.8394,0.8345,0.8345,0.8349,0.838,0.8346,0.8345,0.8356,0.8375,0.8391,0.8384
w13.oracleGeneral.bin.zst_39822877,0.1502,0.1586,0.1397,0.1494,0.183,0.176,0.1791,0.1669,0.1665,0.1698,0.1516,0.1567,0.161,0.1501,0.1551,0.1736,0.1556
w22.oracleGeneral.bin.zst_22248591,0.6479,0.8624,0.5469,0.8637,0.8675,0.8734,0.7644,0.8664,0.8519,0.7208,0.6063,0.8701,0.7987,0.7999,0.7055,0.8702,0.6211
w51.oracleGeneral.bin.zst_9551283,0.1846,0.1843,0.1819,0.1845,0.2007,0.2035,0.2025,0.1867,0.1982,0.1983,0.1867,0.1998,0.1843,0.1861,0.1847,0.2027,0.1874
w84.oracleGeneral.bin.zst_4814234,0.1843,0.1797,0.1496,0.1837,0.1922,0.2185,0.2033,0.1873,0.1975,0.182,0.1801,0.1914,0.1804,0.1872,0.2117,0.1978,0.1838
w37.oracleGeneral.bin.zst_18840688,0.2958,0.3081,0.27,0.2924,0.3529,0.3811,0.3554,0.3298,0.342,0.3172,0.284,0.354,0.3077,0.3245,0.3065,0.3629,0.2872
w87.oracleGeneral.bin.zst_3788806,0.6222,0.6244,0.5776,0.6387,0.627,0.6561,0.6358,0.6284,0.6307,0.6463,0.616,0.6316,0.6266,0.6328,0.6286,0.6543,0.6187
w34.oracleGeneral.bin.zst_19553551,0.2959,0.2931,0.2629,0.3002,0.3101,0.3261,0.3141,0.2996,0.3063,0.3107,0.3041,0.3139,0.2949,0.298,0.297,0.3189,0.3172
w66.oracleGeneral.bin.zst_9169631,0.039,0.0391,0.0191,0.0403,0.039,0.0884,0.0715,0.0441,0.0468,0.0405,0.039,0.0377,0.0389,0.0388,0.0403,0.0435,0.0375
w06.oracleGeneral.bin.zst_69392150,0.0258,0.0253,0.0245,0.0254,0.0263,0.0277,0.0296,0.0256,0.0257,0.027,0.0276,0.0261,0.0253,0.0257,0.0259,0.0272,0.0305
w91.oracleGeneral.bin.zst_4316605,0.1817,0.1839,0.1386,0.1813,0.2233,0.2501,0.237,0.2096,0.2355,0.211,0.1781,0.2031,0.1841,0.2032,0.1869,0.2302,0.1762
w79.oracleGeneral.bin.zst_5411394,0.8583,0.8811,0.853,0.8849,0.8812,0.8923,0.8741,0.8812,0.8776,0.8812,0.8558,0.8818,0.8811,0.8829,0.8626,0.888,0.8562
w41.oracleGeneral.bin.zst_17004738,0.0462,0.0459,0.0403,0.0472,0.0468,0.0545,0.0517,0.0467,0.0503,0.0441,0.0458,0.0457,0.0462,0.0468,0.0469,0.0496,0.0447
w72.oracleGeneral.bin.zst_6407185,0.1088,0.1073,0.0727,0.1078,0.1183,0.1405,0.129,0.1134,0.1233,0.1128,0.1033,0.1099,0.1069,0.1088,0.1059,0.1197,0.1104
w10.oracleGeneral.bin.zst_48342350,0.3233,0.3346,0.2592,0.3487,0.3439,0.369,0.3482,0.3397,0.3479,0.3333,0.3356,0.3337,0.3374,0.3358,0.3464,0.3577,0.3477
w08.oracleGeneral.bin.zst_44464937,0.5583,0.6545,0.3136,0.6953,0.7071,0.586,0.5826,0.6839,0.6531,0.5723,0.46,0.7225,0.6122,0.5879,0.4833,0.5801,0.4197
w103.oracleGeneral.bin.zst_3442094,0.1466,0.1475,0.125,0.1483,0.1554,0.1575,0.1632,0.15,0.1575,0.1589,0.1505,0.1546,0.1521,0.1438,0.142,0.1562,0.1496
w58.oracleGeneral.bin.zst_10530695,0.1529,0.1557,0.1283,0.1485,0.1695,0.1801,0.1863,0.156,0.178,0.1601,0.1471,0.1676,0.1555,0.1606,0.1482,0.1759,0.1505
w52.oracleGeneral.bin.zst_11451546,0.0646,0.0646,0.0607,0.0671,0.0754,0.0805,0.0768,0.0642,0.0731,0.0657,0.0659,0.071,0.0661,0.0637,0.0629,0.0788,0.066
w16.oracleGeneral.bin.zst_26702188,0.5284,0.6195,0.3866,0.6677,0.6698,0.7084,0.5744,0.6595,0.6532,0.5443,0.4608,0.6801,0.5916,0.6009,0.5008,0.5495,0.4758
w40.oracleGeneral.bin.zst_17657232,0.0702,0.0691,0.0501,0.0736,0.0713,0.0775,0.0739,0.0695,0.072,0.0645,0.0706,0.0672,0.0711,0.0696,0.072,0.0716,0.0631
w25.oracleGeneral.bin.zst_26569398,0.1552,0.1497,0.1383,0.1416,0.1429,0.1632,0.1643,0.1414,0.1431,0.1436,0.1769,0.1416,0.1557,0.1412,0.145,0.1547,0.178
w38.oracleGeneral.bin.zst_18535323,0.4472,0.5348,0.3373,0.5349,0.6104,0.6237,0.5046,0.5653,0.5664,0.4322,0.3767,0.5591,0.533,0.5609,0.4312,0.6045,0.3872
w71.oracleGeneral.bin.zst_6840776,0.1099,0.109,0.0984,0.1159,0.1285,0.1356,0.1346,0.1152,0.1232,0.1119,0.1052,0.1213,0.1103,0.1105,0.1109,0.1295,0.1033
w20.oracleGeneral.bin.zst_29842317,0.3975,0.3888,0.3686,0.3866,0.4442,0.4708,0.4624,0.4114,0.4544,0.4668,0.3738,0.3873,0.3875,0.4238,0.4386,0.4628,0.3836
w93.oracleGeneral.bin.zst_3351357,0.3519,0.3478,0.319,0.4115,0.4296,0.4513,0.4711,0.4198,0.4619,0.4799,0.3584,0.4249,0.3475,0.3988,0.4356,0.4438,0.3601
w15.oracleGeneral.bin.zst_33628757,0.5999,0.7565,0.4491,0.7324,0.7797,0.7854,0.6825,0.7553,0.7776,0.6286,0.5803,0.7768,0.6453,0.6532,0.6506,0.6687,0.5679
w21.oracleGeneral.bin.zst_29416348,0.4876,0.5452,0.4298,0.4873,0.7456,0.7447,0.6531,0.636,0.7436,0.5565,0.4614,0.7319,0.5439,0.5757,0.5284,0.6478,0.5006
w02.oracleGeneral.bin.zst_122181000,0.0088,0.0091,0.0055,0.0091,0.0095,0.0195,0.0145,0.0092,0.0102,0.0087,0.0087,0.0089,0.0087,0.0088,0.009,0.0111,0.0081
w26.oracleGeneral.bin.zst_26532121,0.2091,0.217,0.1317,0.2109,0.2153,0.2365,0.2323,0.2099,0.2216,0.2396,0.2086,0.2087,0.208,0.2091,0.2146,0.2203,0.2204
w64.oracleGeneral.bin.zst_7458266,0.892,0.8659,0.8628,0.8662,0.8695,0.8702,0.8778,0.8671,0.8671,0.8774,0.8907,0.8698,0.8659,0.8671,0.8923,0.8699,0.8915
w39.oracleGeneral.bin.zst_17920022,0.0542,0.0547,0.0385,0.0603,0.0564,0.0619,0.0588,0.0549,0.0576,0.0487,0.0548,0.0533,0.0543,0.0548,0.0571,0.0554,0.0475
w32.oracleGeneral.bin.zst_20776392,0.3252,0.3753,0.2463,0.3663,0.389,0.3968,0.3824,0.3332,0.3741,0.335,0.3833,0.3691,0.3345,0.3065,0.4849,0.3493,0.2714
w24.oracleGeneral.bin.zst_27165370,0.2462,0.2402,0.1984,0.2762,0.2785,0.2994,0.2942,0.2744,0.2889,0.2936,0.2461,0.2799,0.2521,0.2545,0.2575,0.2951,0.2451
w59.oracleGeneral.bin.zst_10223136,0.2016,0.1947,0.1177,0.2025,0.1889,0.2414,0.2308,0.2127,0.2247,0.2006,0.2104,0.1877,0.1948,0.2018,0.2018,0.2192,0.2339
w106.oracleGeneral.bin.zst_3275919,0.1075,0.1079,0.1031,0.1148,0.1283,0.1291,0.1318,0.1162,0.1249,0.1241,0.1105,0.1288,0.1078,0.1126,0.1099,0.128,0.1094
w17.oracleGeneral.bin.zst_31398089,0.1047,0.1034,0.087,0.1027,0.1049,0.1164,0.1125,0.1031,0.1056,0.1049,0.1072,0.1048,0.1034,0.1035,0.1032,0.1116,0.1083
w88.oracleGeneral.bin.zst_4711053,0.127,0.1239,0.0887,0.1217,0.1263,0.1463,0.1477,0.1325,0.1463,0.1305,0.1181,0.1221,0.1225,0.1244,0.1454,0.1311,0.1315
w85.oracleGeneral.bin.zst_4790048,0.4978,0.7583,0.4502,0.7586,0.784,0.8008,0.6457,0.7766,0.7688,0.5901,0.4666,0.7822,0.758,0.7758,0.5438,0.7842,0.483
w80.oracleGeneral.bin.zst_5256246,0.2956,0.3256,0.1894,0.2777,0.3337,0.3986,0.3339,0.3112,0.3317,0.29,0.2437,0.3316,0.2959,0.2941,0.2725,0.2977,0.2513
w65.oracleGeneral.bin.zst_9316229,0.5446,0.9352,0.3798,0.9618,0.9496,0.9674,0.6591,0.9405,0.8389,0.5692,0.3938,0.9613,0.6172,0.6201,0.5321,0.6859,0.3935
w31.oracleGeneral.bin.zst_21166982,0.6367,0.6488,0.6097,0.6537,0.6526,0.6725,0.6628,0.6502,0.6497,0.6504,0.6314,0.6543,0.6489,0.6562,0.646,0.6727,0.6379
w46.oracleGeneral.bin.zst_11550125,0.421,0.4062,0.3977,0.4109,0.4059,0.4113,0.4132,0.4059,0.4063,0.4069,0.4424,0.4061,0.4062,0.4066,0.4122,0.4108,0.4479
w76.oracleGeneral.bin.zst_6076272,0.1321,0.1323,0.1158,0.1354,0.1353,0.1459,0.1476,0.1328,0.1372,0.1349,0.1357,0.1311,0.1343,0.1362,0.1299,0.1412,0.1583
w100.oracleGeneral.bin.zst_3645877,0.5514,0.5487,0.4859,0.5634,0.5336,0.5561,0.5554,0.5311,0.546,0.538,0.5478,0.5276,0.549,0.5361,0.5587,0.5463,0.5415
w14.oracleGeneral.bin.zst_34816425,0.3123,0.3483,0.2566,0.3298,0.3665,0.3516,0.3549,0.3379,0.3803,0.2765,0.2817,0.283,0.3184,0.3147,0.3047,0.3245,0.2794
w62.oracleGeneral.bin.zst_9497745,0.5569,0.6207,0.4931,0.6228,0.6237,0.6612,0.6122,0.6227,0.611,0.6047,0.5381,0.6249,0.6203,0.6227,0.5848,0.6427,0.5397
w33.oracleGeneral.bin.zst_19868346,0.1036,0.1039,0.0742,0.1103,0.1056,0.1117,0.1082,0.1041,0.108,0.0966,0.1053,0.1009,0.1053,0.1037,0.1063,0.1054,0.0918
w67.oracleGeneral.bin.zst_9028144,0.0549,0.0521,0.0372,0.0521,0.0613,0.0741,0.067,0.0579,0.0652,0.0543,0.0508,0.0513,0.0549,0.0546,0.0525,0.0595,0.0564
w49.oracleGeneral.bin.zst_11151558,0.2839,0.3477,0.1673,0.2301,0.4052,0.5087,0.3462,0.3726,0.3689,0.3297,0.222,0.4363,0.3071,0.3054,0.3009,0.3517,0.2112
w55.oracleGeneral.bin.zst_8855434,0.8261,0.8259,0.8223,0.8538,0.8275,0.83,0.8407,0.8265,0.8335,0.8437,0.8275,0.8289,0.8258,0.8277,0.827,0.8294,0.8258
w73.oracleGeneral.bin.zst_6368815,0.1628,0.1646,0.1068,0.1545,0.18,0.1885,0.1877,0.1741,0.182,0.1699,0.1583,0.1618,0.1638,0.1611,0.1633,0.181,0.1444
w89.oracleGeneral.bin.zst_3625918,0.2537,0.2611,0.2126,0.2592,0.2363,0.2377,0.2481,0.2439,0.2433,0.2377,0.2535,0.2357,0.2586,0.2428,0.2523,0.2365,0.2565
w09.oracleGeneral.bin.zst_49622929,0.3087,0.3085,0.2996,0.3109,0.3295,0.3517,0.345,0.3169,0.3519,0.3116,0.3067,0.3151,0.3087,0.3221,0.311,0.3509,0.3072
w45.oracleGeneral.bin.zst_15064629,0.0388,0.0371,0.0241,0.0375,0.0389,0.0507,0.0478,0.0416,0.0429,0.0326,0.0367,0.0371,0.0391,0.0388,0.0412,0.038,0.032
w90.oracleGeneral.bin.zst_4493515,0.1811,0.1744,0.1366,0.1773,0.1717,0.2021,0.1948,0.1669,0.1832,0.1883,0.1844,0.1677,0.1702,0.1736,0.1747,0.1906,0.1936
w36.oracleGeneral.bin.zst_18915625,0.0944,0.0944,0.0689,0.0986,0.0961,0.1032,0.0992,0.095,0.0983,0.0884,0.0944,0.0923,0.0953,0.0946,0.0967,0.0971,0.0825
w05.oracleGeneral.bin.zst_73034546,0.6243,0.6019,0.5666,0.6041,0.6053,0.6247,0.6088,0.6066,0.6034,0.6166,0.6449,0.6163,0.6016,0.6123,0.6225,0.62,0.6657
w43.oracleGeneral.bin.zst_15617420,0.288,0.2756,0.2384,0.2844,0.2937,0.3335,0.3196,0.2765,0.3023,0.2888,0.2983,0.2853,0.2742,0.2746,0.2802,0.3071,0.3196
w04.oracleGeneral.bin.zst_77764582,0.3112,0.2977,0.2412,0.2844,0.3035,0.3218,0.3193,0.2887,0.3183,0.2617,0.2789,0.2891,0.2908,0.2863,0.3212,0.2954,0.2574
w07.oracleGeneral.bin.zst_67427405,0.1963,0.2048,0.1525,0.1938,0.2408,0.2555,0.236,0.2153,0.2288,0.1916,0.2027,0.2269,0.203,0.2062,0.1952,0.2445,0.1878
w92.oracleGeneral.bin.zst_4284658,0.5734,0.797,0.5378,0.7959,0.8232,0.8241,0.722,0.8115,0.8115,0.6425,0.5501,0.8238,0.7957,0.8095,0.6123,0.8212,0.5684
w74.oracleGeneral.bin.zst_6343762,0.0587,0.0607,0.0468,0.0615,0.0653,0.0798,0.0701,0.0651,0.0683,0.0625,0.0604,0.0592,0.0597,0.0605,0.0599,0.0684,0.0668
w11.oracleGeneral.bin.zst_46173369,0.2102,0.2014,0.1025,0.1984,0.1983,0.2329,0.2272,0.2089,0.2107,0.215,0.2263,0.1932,0.2025,0.2067,0.2022,0.2117,0.4419
w29.oracleGeneral.bin.zst_19087784,0.3194,0.312,0.257,0.3253,0.3559,0.3708,0.3603,0.3279,0.3528,0.3451,0.3299,0.3324,0.3096,0.3052,0.3251,0.3447,0.3315
w69.oracleGeneral.bin.zst_7874006,0.2114,0.2122,0.1688,0.2258,0.2323,0.2732,0.255,0.2265,0.242,0.2354,0.2099,0.2223,0.2113,0.2252,0.2163,0.2457,0.2102
w95.oracleGeneral.bin.zst_3937240,0.1546,0.1498,0.1088,0.1517,0.178,0.1716,0.1753,0.1775,0.1774,0.1673,0.1385,0.1783,0.1573,0.1551,0.1618,0.1681,0.1413
w82.oracleGeneral.bin.zst_4926610,0.1015,0.1519,0.0442,0.0848,0.1407,0.1705,0.1419,0.0913,0.1646,0.1077,0.0795,0.0937,0.0916,0.0938,0.1298,0.1218,0.0829
w48.oracleGeneral.bin.zst_14097008,0.5863,0.6613,0.3274,0.5092,0.7171,0.7103,0.5873,0.6967,0.6742,0.584,0.5178,0.7238,0.5841,0.559,0.6288,0.5941,0.5164
w47.oracleGeneral.bin.zst_14314717,0.0329,0.0316,0.022,0.0312,0.033,0.0419,0.0399,0.0342,0.0361,0.0284,0.0325,0.0308,0.033,0.0328,0.0343,0.0327,0.0282
w61.oracleGeneral.bin.zst_9884691,0.2346,0.2632,0.1399,0.2815,0.2691,0.3248,0.2722,0.2451,0.2667,0.2463,0.2238,0.2469,0.2403,0.2391,0.2315,0.2705,0.2331
w56.oracleGeneral.bin.zst_10899629,0.0662,0.0677,0.0448,0.0684,0.0705,0.0874,0.0779,0.0708,0.0736,0.0668,0.0646,0.0682,0.0658,0.066,0.0689,0.0705,0.0605
w77.oracleGeneral.bin.zst_5616402,0.225,0.2282,0.1893,0.2396,0.2375,0.2715,0.2673,0.2266,0.2406,0.2439,0.2237,0.2352,0.23,0.2341,0.222,0.2487,0.234
w57.oracleGeneral.bin.zst_10554725,0.0638,0.0663,0.0447,0.0672,0.0711,0.0954,0.0821,0.0671,0.0726,0.0674,0.064,0.0657,0.0645,0.0634,0.0668,0.0728,0.0599
w104.oracleGeneral.bin.zst_3395553,0.6648,0.6849,0.539,0.6956,0.6858,0.7148,0.6778,0.6856,0.6825,0.696,0.6669,0.6899,0.6846,0.6935,0.6732,0.7105,0.657
w96.oracleGeneral.bin.zst_3787344,0.2187,0.2285,0.1559,0.2323,0.2446,0.2938,0.2636,0.2447,0.2542,0.2364,0.2288,0.2363,0.2267,0.2256,0.2272,0.2492,0.2454
w01.oracleGeneral.bin.zst_215796257,0.6427,0.7556,0.5691,0.7654,0.7674,0.7706,0.7162,0.7679,0.7536,0.6223,0.6255,0.7778,0.7555,0.7705,0.6752,0.7698,0.6461
w53.oracleGeneral.bin.zst_8973978,0.6325,0.6351,0.596,0.6334,0.6364,0.6383,0.6295,0.6316,0.6334,0.6245,0.6279,0.6325,0.635,0.6329,0.6304,0.6364,0.6224
w12.oracleGeneral.bin.zst_45355529,0.011,0.0104,0.0092,0.0111,0.0108,0.0129,0.0122,0.0111,0.0116,0.0108,0.0107,0.0105,0.0106,0.0107,0.0106,0.0117,0.0116
