,flex-0.10-0.05-1.00,ARC,Belady,Cacheus,Clock,FIFO,FIFO-Merge,GDSF,Hyperbolic,LHD,LIRS,LeCaR,QDLP,S3FIFO,S4LRU,TwoQ,WTinyLFU
w91.oracleGeneral.bin.zst_4316605,0.382,0.3865,0.2889,0.411,0.4287,0.4635,0.45,0.4056,0.4256,0.4121,0.3821,0.4287,0.3799,0.379,0.3878,0.3859,0.3777
w79.oracleGeneral.bin.zst_5411394,0.8806,0.8882,0.853,0.889,0.893,0.9182,0.902,0.8894,0.8908,0.8902,0.882,0.8947,0.8876,0.8896,0.8852,0.8955,0.8829
w41.oracleGeneral.bin.zst_17004738,0.0699,0.0781,0.0511,0.0836,0.0885,0.0967,0.0983,0.0774,0.0983,0.0699,0.0777,0.0843,0.0713,0.0704,0.0809,0.0708,0.063
w72.oracleGeneral.bin.zst_6407185,0.2445,0.2657,0.1628,0.2591,0.2669,0.2773,0.2722,0.249,0.2625,0.247,0.2737,0.2681,0.2431,0.239,0.2447,0.2381,0.2294
w10.oracleGeneral.bin.zst_48342350,0.5347,0.545,0.3978,0.557,0.5649,0.5627,0.5631,0.5562,0.5565,0.5629,0.5462,0.5533,0.5383,0.5286,0.5465,0.5628,0.5515
w08.oracleGeneral.bin.zst_44464937,0.7765,0.7994,0.6736,0.8017,0.8655,0.8799,0.864,0.8487,0.8642,0.8399,0.7833,0.8709,0.7854,0.7956,0.785,0.8121,0.7825
w103.oracleGeneral.bin.zst_3442094,0.2489,0.2427,0.1748,0.2447,0.2494,0.2539,0.2561,0.2514,0.2555,0.2485,0.2415,0.2451,0.2445,0.2425,0.2417,0.2372,0.2551
w58.oracleGeneral.bin.zst_10530695,0.3396,0.3568,0.2287,0.3791,0.3964,0.3949,0.3632,0.3845,0.3852,0.3362,0.3001,0.3884,0.3325,0.3294,0.3377,0.3304,0.3142
w52.oracleGeneral.bin.zst_11451546,0.1487,0.1682,0.1101,0.186,0.194,0.2258,0.2167,0.1616,0.2086,0.1633,0.1561,0.1781,0.1549,0.1519,0.1703,0.1712,0.1423
w16.oracleGeneral.bin.zst_26702188,0.71,0.7239,0.6263,0.7205,0.7604,0.7687,0.7603,0.7482,0.7558,0.7289,0.7115,0.7609,0.7045,0.713,0.7238,0.7353,0.7237
w40.oracleGeneral.bin.zst_17657232,0.0953,0.1048,0.0695,0.1041,0.1128,0.1203,0.1189,0.0981,0.1179,0.0894,0.1042,0.1072,0.0974,0.0925,0.1013,0.0896,0.0862
w25.oracleGeneral.bin.zst_26569398,0.206,0.2541,0.1819,0.2449,0.2664,0.3408,0.3576,0.2121,0.2837,0.2556,0.2784,0.2312,0.2262,0.2268,0.219,0.2618,0.2216
w38.oracleGeneral.bin.zst_18535323,0.5997,0.6171,0.5467,0.639,0.6578,0.666,0.657,0.6505,0.6547,0.6264,0.6246,0.6582,0.609,0.5886,0.6126,0.6317,0.6221
w71.oracleGeneral.bin.zst_6840776,0.2316,0.2326,0.1756,0.2788,0.311,0.3489,0.3312,0.266,0.3314,0.2957,0.2243,0.2718,0.2254,0.2255,0.2414,0.2426,0.2131
w20.oracleGeneral.bin.zst_29842317,0.6226,0.6376,0.4941,0.6441,0.6536,0.6666,0.6431,0.6472,0.6477,0.6338,0.6172,0.6508,0.6334,0.6295,0.6323,0.6328,0.5631
w93.oracleGeneral.bin.zst_3351357,0.6576,0.7032,0.5836,0.7577,0.8063,0.8069,0.7891,0.8027,0.8092,0.7877,0.6685,0.8069,0.6644,0.6891,0.7214,0.7278,0.6818
w15.oracleGeneral.bin.zst_33628757,0.8917,0.9081,0.801,0.9141,0.9379,0.9391,0.9375,0.9364,0.9362,0.9056,0.8877,0.939,0.8762,0.8792,0.8786,0.8978,0.8679
w21.oracleGeneral.bin.zst_29416348,0.8071,0.8695,0.728,0.8657,0.9038,0.9026,0.8893,0.9031,0.9005,0.8478,0.8084,0.9039,0.83,0.8344,0.8316,0.8733,0.8243
w02.oracleGeneral.bin.zst_122181000,0.4676,0.8677,0.1768,0.9708,0.967,0.9671,0.4543,0.55,0.7883,0.2359,0.2191,0.9605,0.4839,0.482,0.442,0.6195,0.2865
w26.oracleGeneral.bin.zst_26532121,0.373,0.3878,0.2505,0.3885,0.4244,0.4198,0.4103,0.3904,0.4261,0.3673,0.3988,0.3882,0.3802,0.365,0.4131,0.3447,0.3416
w64.oracleGeneral.bin.zst_7458266,0.8905,0.8923,0.8628,0.8923,0.8977,0.9007,0.8933,0.8964,0.8937,0.8954,0.8899,0.8997,0.8923,0.8947,0.8926,0.9003,0.8932
w39.oracleGeneral.bin.zst_17920022,0.0831,0.0898,0.0556,0.0897,0.0971,0.0994,0.1063,0.0899,0.1043,0.0735,0.0896,0.0916,0.0841,0.0805,0.1165,0.0727,0.0684
w32.oracleGeneral.bin.zst_20776392,0.641,0.6523,0.4531,0.6719,0.6864,0.6927,0.6413,0.6719,0.6721,0.6439,0.658,0.6805,0.6554,0.5739,0.6026,0.6303,0.5317
w24.oracleGeneral.bin.zst_27165370,0.4545,0.4539,0.346,0.4712,0.4896,0.5023,0.4896,0.4773,0.4895,0.4842,0.4579,0.49,0.4495,0.4504,0.4653,0.4658,0.4676
w59.oracleGeneral.bin.zst_10223136,0.5926,0.5931,0.3956,0.6079,0.6163,0.6611,0.627,0.6183,0.6253,0.6128,0.5912,0.6243,0.5909,0.5958,0.6065,0.6093,0.7282
w106.oracleGeneral.bin.zst_3275919,0.1835,0.1885,0.135,0.188,0.1947,0.2087,0.1991,0.1886,0.1964,0.1923,0.1823,0.1888,0.1835,0.1827,0.1901,0.1817,0.1729
w17.oracleGeneral.bin.zst_31398089,0.1452,0.1466,0.109,0.1469,0.1548,0.1772,0.1749,0.15,0.1689,0.1559,0.1498,0.1509,0.1429,0.1467,0.1426,0.1546,0.1664
w88.oracleGeneral.bin.zst_4711053,0.209,0.2089,0.157,0.2274,0.2382,0.2556,0.2422,0.2221,0.2363,0.2295,0.2151,0.228,0.2089,0.2077,0.2162,0.2182,0.2093
w85.oracleGeneral.bin.zst_4790048,0.7276,0.7664,0.7097,0.7648,0.816,0.8186,0.8258,0.8052,0.8136,0.7835,0.7264,0.8052,0.7646,0.7842,0.7463,0.8087,0.7403
w80.oracleGeneral.bin.zst_5256246,0.507,0.5032,0.3752,0.5311,0.5798,0.6042,0.5941,0.5394,0.5757,0.5354,0.5009,0.5817,0.4958,0.493,0.5081,0.5108,0.4814
w65.oracleGeneral.bin.zst_9316229,0.8478,0.9631,0.82,0.9591,0.9773,0.978,0.9695,0.9764,0.9771,0.8831,0.8377,0.9775,0.9547,0.9629,0.8698,0.9701,0.839
w31.oracleGeneral.bin.zst_21166982,0.6981,0.6985,0.6193,0.7116,0.7223,0.7728,0.7611,0.7147,0.7214,0.7267,0.704,0.7226,0.6984,0.723,0.7091,0.7347,0.7221
w46.oracleGeneral.bin.zst_11550125,0.4693,0.4516,0.3977,0.4477,0.4482,0.4644,0.4668,0.4495,0.4565,0.4527,0.4802,0.4486,0.4571,0.4551,0.4749,0.4585,0.5179
w76.oracleGeneral.bin.zst_6076272,0.2559,0.2577,0.1545,0.2572,0.2691,0.2742,0.2829,0.2678,0.2784,0.2442,0.256,0.2558,0.2562,0.2482,0.2743,0.2444,0.2459
w100.oracleGeneral.bin.zst_3645877,0.6267,0.6424,0.5114,0.6452,0.6696,0.6854,0.6671,0.6613,0.6689,0.6468,0.6212,0.6717,0.64,0.6482,0.6504,0.6599,0.613
w14.oracleGeneral.bin.zst_34816425,0.4725,0.4864,0.3645,0.4866,0.4969,0.5092,0.4975,0.4876,0.4939,0.4514,0.4912,0.4941,0.4768,0.4682,0.4784,0.4803,0.4703
w62.oracleGeneral.bin.zst_9497745,0.6187,0.7139,0.5929,0.645,0.7708,0.8328,0.7571,0.7173,0.7919,0.6971,0.6115,0.7174,0.6446,0.6497,0.7343,0.6527,0.6171
w33.oracleGeneral.bin.zst_19868346,0.1294,0.1379,0.0984,0.1364,0.1445,0.1509,0.1517,0.1328,0.1506,0.1218,0.137,0.1379,0.1307,0.1289,0.1347,0.1299,0.1194
w67.oracleGeneral.bin.zst_9028144,0.153,0.1512,0.0942,0.1583,0.1641,0.1731,0.1679,0.1589,0.1681,0.1538,0.1492,0.1598,0.1506,0.149,0.1561,0.1487,0.1404
w49.oracleGeneral.bin.zst_11151558,0.5622,0.5968,0.4357,0.6009,0.6059,0.6142,0.6056,0.6049,0.6075,0.5905,0.5927,0.6114,0.5624,0.5271,0.565,0.5637,0.5368
w55.oracleGeneral.bin.zst_8855434,0.8562,0.8562,0.8223,0.856,0.8596,0.8602,0.8575,0.8589,0.859,0.8572,0.8596,0.8598,0.8558,0.8571,0.8571,0.8593,0.8596
w73.oracleGeneral.bin.zst_6368815,0.3933,0.3886,0.2735,0.4159,0.4501,0.4703,0.4763,0.4128,0.463,0.4094,0.3824,0.4476,0.3801,0.3763,0.3921,0.3967,0.3604
w89.oracleGeneral.bin.zst_3625918,0.3363,0.3339,0.2523,0.3651,0.3625,0.3788,0.3545,0.3633,0.3692,0.3373,0.3199,0.3646,0.3349,0.3283,0.3587,0.325,0.3639
w09.oracleGeneral.bin.zst_49622929,0.4846,0.491,0.3466,0.4927,0.503,0.5117,0.4934,0.4947,0.4943,0.4428,0.4886,0.4984,0.4839,0.4799,0.4739,0.496,0.4255
w45.oracleGeneral.bin.zst_15064629,0.0944,0.0937,0.0537,0.1031,0.112,0.1129,0.1279,0.1255,0.1357,0.0845,0.0956,0.1032,0.0922,0.0877,0.1336,0.0857,0.0723
w90.oracleGeneral.bin.zst_4493515,0.312,0.3506,0.2178,0.3736,0.4628,0.4043,0.3604,0.479,0.4326,0.3923,0.2835,0.2984,0.3118,0.3051,0.6675,0.4752,0.4285
w36.oracleGeneral.bin.zst_18915625,0.1168,0.125,0.0899,0.1254,0.1318,0.1399,0.1412,0.12,0.1408,0.1101,0.1254,0.1261,0.1186,0.1163,0.1227,0.1147,0.1076
w05.oracleGeneral.bin.zst_73034546,0.684,0.6743,0.5853,0.6965,0.6877,0.6988,0.7113,0.6839,0.698,0.7396,0.6881,0.6918,0.6774,0.6801,0.689,0.6967,0.7237
w43.oracleGeneral.bin.zst_15617420,0.5515,0.5709,0.3914,0.5502,0.6388,0.6726,0.5909,0.6094,0.6235,0.5716,0.5539,0.6349,0.5701,0.5738,0.5885,0.5958,0.5378
w04.oracleGeneral.bin.zst_77764582,0.4108,0.426,0.3097,0.4221,0.4219,0.4198,0.4137,0.4133,0.4144,0.3921,0.4212,0.4162,0.4119,0.3934,0.4032,0.3952,0.395
w07.oracleGeneral.bin.zst_67427405,0.4021,0.4048,0.305,0.4524,0.4707,0.5037,0.4649,0.4191,0.4577,0.4299,0.3963,0.4729,0.3975,0.3977,0.3988,0.4195,0.3553
w92.oracleGeneral.bin.zst_4284658,0.7674,0.8002,0.7501,0.7999,0.8268,0.8273,0.827,0.8257,0.8266,0.7891,0.7622,0.8269,0.7998,0.8134,0.7762,0.8256,0.7749
w74.oracleGeneral.bin.zst_6343762,0.1492,0.1489,0.0875,0.1543,0.1621,0.1696,0.1625,0.1625,0.1625,0.1478,0.1434,0.1596,0.1504,0.1471,0.1569,0.135,0.138
w11.oracleGeneral.bin.zst_46173369,0.5989,0.5894,0.3291,0.6423,0.6581,0.6755,0.6158,0.6516,0.6489,0.5962,0.5785,0.6633,0.6054,0.6041,0.6152,0.6103,0.6535
w29.oracleGeneral.bin.zst_19087784,0.4919,0.5052,0.3727,0.5054,0.5082,0.53,0.5144,0.5093,0.5145,0.5097,0.4907,0.5035,0.5059,0.5191,0.4934,0.5252,0.5481
w69.oracleGeneral.bin.zst_7874006,0.3683,0.3713,0.2882,0.3897,0.4152,0.4677,0.4415,0.3928,0.4114,0.3875,0.3736,0.4161,0.3667,0.3701,0.3722,0.3828,0.3662
w95.oracleGeneral.bin.zst_3937240,0.2484,0.2555,0.1948,0.2651,0.293,0.3037,0.2899,0.2631,0.2793,0.2682,0.2593,0.2774,0.2503,0.2473,0.2551,0.2625,0.2492
w82.oracleGeneral.bin.zst_4926610,0.3518,0.3596,0.2995,0.3557,0.414,0.4263,0.4065,0.3859,0.407,0.386,0.3535,0.3972,0.3567,0.3624,0.3613,0.3754,0.3918
w48.oracleGeneral.bin.zst_14097008,0.8504,0.8526,0.7035,0.832,0.8791,0.8779,0.8643,0.8746,0.8738,0.8419,0.8426,0.879,0.8498,0.8596,0.8062,0.8647,0.8161
w47.oracleGeneral.bin.zst_14314717,0.095,0.0955,0.049,0.1078,0.1038,0.1179,0.1189,0.1258,0.1268,0.0817,0.0881,0.0949,0.0954,0.0838,0.1228,0.0875,0.0714
w61.oracleGeneral.bin.zst_9884691,0.5354,0.542,0.354,0.5328,0.5455,0.5569,0.5685,0.5292,0.5482,0.5394,0.6135,0.5429,0.5325,0.5349,0.5314,0.5457,0.6281
w56.oracleGeneral.bin.zst_10899629,0.1469,0.1568,0.0982,0.1616,0.1764,0.203,0.1727,0.1549,0.1809,0.1587,0.1549,0.1546,0.1488,0.145,0.1558,0.1603,0.1445
w77.oracleGeneral.bin.zst_5616402,0.4277,0.4529,0.2762,0.4644,0.4695,0.4804,0.4614,0.4648,0.4752,0.4383,0.4214,0.4654,0.4364,0.4073,0.431,0.408,0.352
w57.oracleGeneral.bin.zst_10554725,0.2013,0.2044,0.1209,0.2116,0.2208,0.2443,0.2222,0.207,0.2263,0.2093,0.2027,0.2144,0.2004,0.197,0.2083,0.2077,0.1974
w104.oracleGeneral.bin.zst_3395553,0.7864,0.7808,0.6832,0.7897,0.7892,0.8109,0.7967,0.7819,0.7921,0.7915,0.8092,0.7937,0.7771,0.7801,0.8082,0.7881,0.818
w96.oracleGeneral.bin.zst_3787344,0.5231,0.511,0.3356,0.5274,0.4983,0.514,0.5338,0.491,0.5071,0.502,0.5719,0.4957,0.5168,0.5185,0.5,0.5197,0.5812
w01.oracleGeneral.bin.zst_215796257,0.7888,0.7953,0.7173,0.8185,0.8292,0.8299,0.8207,0.8282,0.827,0.801,0.7854,0.8291,0.7957,0.8261,0.7973,0.8291,0.7888
w53.oracleGeneral.bin.zst_8973978,0.6684,0.6724,0.596,0.6702,0.6758,0.6799,0.6734,0.6714,0.6738,0.6725,0.6722,0.6746,0.6701,0.6663,0.6695,0.6702,0.6674
w12.oracleGeneral.bin.zst_45355529,0.0224,0.0245,0.0139,0.0241,0.0258,0.0324,0.036,0.0321,0.0445,0.0221,0.0237,0.0238,0.0216,0.0215,0.023,0.0228,0.0216
